iter	Logloss
0	0.5128682033
1	0.3876546225
2	0.3008026992
3	0.2465348579
4	0.2102269208
5	0.1841974011
6	0.1660417135
7	0.1537264991
8	0.1439823366
9	0.1370656282
10	0.1316851336
11	0.1269782182
12	0.1236946037
13	0.1202447216
14	0.1180266492
15	0.115975883
16	0.1144116926
17	0.1129456884
18	0.1114684104
19	0.1101793933
20	0.1091415281
21	0.1081387868
22	0.1070916243
23	0.1063911533
24	0.1054921451
25	0.1049130254
26	0.1042453462
27	0.1036249024
28	0.1032191905
29	0.1025965943
30	0.1022391561
31	0.1016660401
32	0.1011707823
33	0.1008512445
34	0.1004429189
35	0.1000095126
36	0.09968572369
37	0.09944176335
38	0.09911245954
39	0.0988065696
40	0.09847170134
41	0.09824993776
42	0.09790184543
43	0.09761750806
44	0.09729844595
45	0.09705686864
46	0.09680253607
47	0.09654798442
48	0.09635130082
49	0.09609422511
50	0.09584966474
51	0.0956443613
52	0.09544941351
53	0.09523526824
54	0.09503990913
55	0.0948754231
56	0.09470661688
57	0.09454937625
58	0.09444025174
59	0.09427114867
60	0.09407345487
61	0.09395153043
62	0.09378978793
63	0.09357160098
64	0.09341716013
65	0.09330323839
66	0.09312376517
67	0.09301097059
68	0.09280873286
69	0.09261425925
70	0.09252297829
71	0.09241108944
72	0.09221571919
73	0.09212345818
74	0.09200353293
75	0.09187400564
76	0.09173367065
77	0.09158561106
78	0.0914577357
79	0.09136863356
80	0.09118036048
81	0.09103159719
82	0.0909589394
83	0.0908076184
84	0.09072068435
85	0.09057419306
86	0.0904047729
87	0.09023135151
88	0.09014036296
89	0.08996837
90	0.08982260096
91	0.08974502414
92	0.08966034993
93	0.08951130149
94	0.08933412386
95	0.08920683862
96	0.08910547968
97	0.08903725735
98	0.08897129193
99	0.08886004307
100	0.08872797555
101	0.08866764809
102	0.08853234096
103	0.08842298547
104	0.08831991376
105	0.08819333791
106	0.08812352529
107	0.08801306971
108	0.08795918436
109	0.08789013263
110	0.08783648728
111	0.08771337012
112	0.0876482488
113	0.08753681877
114	0.08739830393
115	0.08729855216
116	0.08718347741
117	0.08705258971
118	0.08697266334
119	0.08693416851
120	0.08678970941
121	0.08671218719
122	0.08658470949
123	0.08650126193
124	0.08639658
125	0.08630674718
126	0.08615135955
127	0.08604866399
128	0.08593694827
129	0.08583400939
130	0.08577326556
131	0.08568086127
132	0.08559549605
133	0.08553734398
134	0.0854904246
135	0.08543446379
136	0.08531953917
137	0.08524919351
138	0.08513266808
139	0.08504884023
140	0.08498579543
141	0.08487609432
142	0.08483176785
143	0.08473078259
144	0.08466019243
145	0.08454359015
146	0.08445056483
147	0.08438663635
148	0.08432435045
149	0.08420146837
150	0.08407820869
151	0.08404239533
152	0.08400121429
153	0.08393160992
154	0.0838603303
155	0.08376305147
156	0.08369463396
157	0.08363063427
158	0.08353414641
159	0.08342629003
160	0.08335173091
161	0.0832588406
162	0.08312232308
163	0.08299782477
164	0.08296393391
165	0.08292568517
166	0.08283502197
167	0.08281159851
168	0.08274599205
169	0.08258604487
170	0.08248415746
171	0.08236889704
172	0.08232421655
173	0.08230075803
174	0.08216610797
175	0.08209730693
176	0.08197217956
177	0.08191350503
178	0.08184274507
179	0.08175482832
180	0.08169862547
181	0.08158723358
182	0.08148059728
183	0.08142633901
184	0.08134680269
185	0.08127815415
186	0.08123239513
187	0.08113965685
188	0.08109634285
189	0.0810325463
190	0.08100263747
191	0.08091397433
192	0.08083426834
193	0.08075191957
194	0.08068553328
195	0.08057543746
196	0.08053061784
197	0.08050238644
198	0.08038750326
199	0.08033375808
200	0.08021503517
201	0.08014811329
202	0.08007952765
203	0.08005011956
204	0.08000025953
205	0.07991112263
206	0.07984569443
207	0.07978382924
208	0.07976073783
209	0.07966761656
210	0.07964458477
211	0.07960372345
212	0.07952932006
213	0.07945277498
214	0.07940639082
215	0.07933862732
216	0.07929081484
217	0.07923509437
218	0.07918926585
219	0.07913412669
220	0.07905581427
221	0.07902699487
222	0.07897223994
223	0.0788408699
224	0.07882126679
225	0.07868007264
226	0.07855695793
227	0.07848797976
228	0.07838924292
229	0.07831055448
230	0.07818699996
231	0.07811627488
232	0.07809769993
233	0.07802477515
234	0.07797413449
235	0.07794549639
236	0.07783047694
237	0.07776660362
238	0.07773953466
239	0.07763834303
240	0.07759540838
241	0.07755517506
242	0.07752767162
243	0.0774921084
244	0.07745357449
245	0.07737036288
246	0.07729622602
247	0.07717293072
248	0.07707261473
249	0.0769794734
250	0.07691672405
251	0.07688524722
252	0.0768685293
253	0.07677717073
254	0.07671280016
255	0.07668301462
256	0.07660300865
257	0.07655641482
258	0.07650736944
259	0.07640097336
260	0.07631428848
261	0.0762535742
262	0.07620549629
263	0.0761813904
264	0.07607621414
265	0.07604660389
266	0.0759824606
267	0.07594012229
268	0.07587596568
269	0.07581901269
270	0.07576677576
271	0.07571457775
272	0.07556496224
273	0.07548648151
274	0.07543205326
275	0.07537426522
276	0.07534133639
277	0.07524063383
278	0.07519378741
279	0.07512108843
280	0.07500933365
281	0.07489264243
282	0.07482737683
283	0.07478798508
284	0.07476266804
285	0.07468642778
286	0.07461552227
287	0.0745154955
288	0.07437263443
289	0.0742712165
290	0.07415917334
291	0.0741117839
292	0.07407310473
293	0.07402877452
294	0.07398715286
295	0.07393366629
296	0.07384723962
297	0.0737892575
298	0.07369020059
299	0.07363245022
300	0.07356777306
301	0.0734666749
302	0.07342267543
303	0.07334559945
304	0.07330932771
305	0.07328408786
306	0.07319457981
307	0.073157707
308	0.07302922186
309	0.07292400007
310	0.07290494822
311	0.07280647398
312	0.07272666446
313	0.07270208214
314	0.07264289493
315	0.07255260453
316	0.07250855708
